tconst	primaryTitle	genres	isAdult	averageRating	directors	writers
tt0978759	Frozen River	Crime,Drama	0	7.1	nm2581581	nm2581581
tt0978762	Mary and Max	Animation,Comedy,Drama	0	8.1	nm0254178	nm0254178
tt0978764	Sucker Punch	Action,Adventure,Fantasy	0	6.1	nm0811583	nm0811583,nm0793122
tt0980970	The Chronicles of Narnia: The Voyage of the Dawn Treader	Adventure,Family,Fantasy	0	6.3	nm0000776	nm1321655,nm1321656,nm0678104,nm0507000
tt0981227	Nick and Norah's Infinite Playlist	Comedy,Drama,Music	0	6.6	nm0813164	nm1032521,nm2578825,nm2832819
tt0983193	The Adventures of Tintin	Action,Adventure,Animation	0	7.3	nm0000229	nm0378960,nm0595590,nm0942367,nm0180428
tt0983213	5 Centimeters per Second	Animation,Drama,Family	0	7.5	nm1396121	nm1396121
tt0985058	Metropia	Animation,Drama,Mystery	0	6.2	nm0757975	nm4885209,nm1926161,nm3011351,nm0489284,nm0757975
tt0985694	Machete	Action,Crime,Thriller	0	6.6	nm0542450,nm0001675	nm0001675,nm0736155
tt0985699	Valkyrie	Drama,History,Thriller	0	7.1	nm0001741	nm0003160,nm1267492
tt0986233	Hunger	Biography,Crime,Drama	0	7.5	nm2588606	nm0909629,nm2588606
tt0986263	Surrogates	Action,Sci-Fi,Thriller	0	6.3	nm0609236	nm0274905,nm0104335,nm2590523,nm2591513
tt0986264	Like Stars on Earth	Drama,Family	0	8.3	nm0451148,nm1244760	nm1244760
tt0988045	Sherlock Holmes	Action,Adventure,Mystery	0	7.6	nm0005363	nm3467335,nm0669756,nm1334526,nm0927880,nm0236279
tt0988047	Traitor	Action,Crime,Drama	0	6.9	nm0618680	nm0618680,nm0000188
tt0988083	Killer Movie	Comedy,Horror,Mystery	0	4.4	nm0279567	nm0279567
tt0988108	The Class	Drama	0	7.9	nm0704664	nm0704664,nm2424610,nm2596976,nm2596491,nm2594643,nm2594049,nm2597188,nm2593131,nm2608092,nm2600758,nm2597112,nm2594764,nm3255994,nm3255516,nm4715069
tt0988595	27 Dresses	Comedy,Romance	0	6.1	nm0281945	nm0112459
tt0989757	Dear John	Drama,Romance,War	0	6.3	nm0002120	nm1956691,nm0817023
tt0990407	The Green Hornet	Action,Comedy,Crime	0	5.8	nm0327273	nm0736622,nm1698571,nm0872077,nm0679326
tt0993842	Hanna	Action,Adventure,Drama	0	6.7	nm0942504	nm2605946,nm1016333
tt0993846	The Wolf of Wall Street	Biography,Comedy,Crime	0	8.2	nm0000217	nm1010540,nm0067789
tt0995039	Ghost Town	Comedy,Drama,Fantasy	0	6.7	nm0462895	nm0462895,nm0436960
tt0995868	Pele: Birth of a Legend	Biography,Drama,Sport	0	7.1	nm1905310,nm3104562	nm1905310,nm3104562
tt0997047	College Road Trip	Adventure,Comedy,Drama	0	4.3	nm0474955	nm0595088,nm0933144,nm0666791,nm0202425
tt1000774	Sex and the City	Comedy,Drama,Romance	0	5.7	nm0455078	nm0455078,nm0124299,nm0823015
tt1001508	He's Just Not That Into You	Comedy,Drama,Romance	0	6.4	nm0477129	nm0463359,nm0799050,nm1021163,nm0875710
tt1001526	Megamind	Action,Adventure,Animation	0	7.3	nm0569891	nm0774786,nm2523794
tt1007028	Zack and Miri Make a Porno	Comedy,Romance	0	6.5	nm0003620	nm0003620
tt1007029	The Iron Lady	Biography,Drama	0	6.4	nm1630273	nm0604448
tt1010048	Slumdog Millionaire	Crime,Drama,Romance	0	8.0	nm0000965,nm0849164	nm0064479,nm3139511
tt1012804	Redbelt	Drama,Sport	0	6.7	nm0000519	nm0000519
tt1013607	Idiots and Angels	Animation,Comedy,Drama	0	7.0	nm0687739	nm0687739
tt1013743	Knight and Day	Action,Adventure,Comedy	0	6.3	nm0003506	nm0642277
tt1013752	Fast & Furious	Action,Thriller	0	6.5	nm0510912	nm0604555,nm0860155
tt1013753	Milk	Biography,Drama,History	0	7.5	nm0001814	nm0085257
tt1014759	Alice in Wonderland	Adventure,Family,Fantasy	0	6.4	nm0000318	nm0941314,nm0140902
tt1014762	Home	Documentary,Family	0	8.5	nm0037867	nm3436107,nm0037867,nm0139203,nm1136970,nm0267251
tt1014775	Beverly Hills Chihuahua	Adventure,Comedy,Drama	0	3.9	nm0331532	nm1583667,nm0124244
tt1016290	Crows Zero	Action,Comedy,Crime	0	7.0	nm0586281	nm2626759,nm2041208
tt1017451	The Runaways	Biography,Drama,Music	0	6.5	nm0797455	nm0797455,nm0192947
tt1017460	Splice	Horror,Sci-Fi	0	5.8	nm0622112	nm0622112,nm2629199,nm0852298
tt1018765	Our Brand Is Crisis	Comedy,Drama	0	6.1	nm0337773	nm1354496,nm1661186
tt1018785	The Sisterhood of the Traveling Pants 2	Comedy,Drama,Romance	0	6.2	nm1065402	nm0151358,nm1569351
tt1018818	Assassination of a High School President	Comedy,Crime,Mystery	0	6.2	nm1843195	nm2489912,nm1926674
tt1019452	A Serious Man	Comedy,Drama	0	7.0	nm0001053,nm0001054	nm0001054,nm0001053
tt1020072	Selma	Biography,Drama,History	0	7.5	nm1148550	nm2298096
tt1020530	Eden Lake	Horror,Thriller	0	6.7	nm1220140	nm1220140
tt1020773	Certified Copy	Drama,Romance	0	7.2	nm0452102	nm0452102,nm0253428
tt1022603	500 Days of Summer	Comedy,Drama,Romance	0	7.7	nm1989536	nm2354099,nm2352210
tt1023111	Never Back Down	Action,Drama,Sport	0	6.5	nm0905592	nm0369675
tt1023114	The Way Back	Adventure,Drama,History	0	7.3	nm0001837	nm0001837,nm0164851,nm3524563
tt1023481	Step Up 2: The Streets	Drama,Music,Romance	0	6.2	nm0160840	nm0426355,nm1661137,nm0012137
tt1023490	Il Divo	Biography,Drama	0	7.2	nm0815204	nm0815204
tt1024255	Wild Child	Comedy	0	6.1	nm0601680	nm1779941
tt1024648	Argo	Biography,Drama,History	0	7.7	nm0000255	nm0006516,nm5410196,nm2646452
tt1024715	Choke	Comedy,Drama	0	6.4	nm0163988	nm0163988,nm0657333
tt1027718	Wall Street: Money Never Sleeps	Drama	0	6.2	nm0000231	nm1615610,nm0771496,nm0007140,nm0000231
tt1028528	Death Proof	Drama,Thriller	0	7.0	nm0000233	nm0000233
tt1028532	Hachi: A Dog's Tale	Biography,Drama,Family	0	8.1	nm0002120	nm2124742,nm0793881
tt1028576	Secretariat	Biography,Drama,Family	0	7.2	nm0908824	nm0723692,nm0618720
tt1029120	Henry Poole Is Here	Comedy,Drama	0	6.4	nm0671210	nm2514461
tt1029235	Max Manus: Man of War	Action,Biography,Crime	0	7.3	nm1461392,nm1650283	nm2665973
tt1031280	Splinter	Crime,Horror,Sci-Fi	0	6.1	nm0929317	nm2135380,nm2649739,nm0929317
tt1031969	The Rocker	Comedy,Music	0	6.2	nm0146341	nm0285379,nm0938645,nm1582368
tt1032751	The Warrior's Way	Action,Drama,Fantasy	0	6.2	nm1857002	nm1857002,nm0721944
tt1032755	RocknRolla	Action,Crime,Thriller	0	7.2	nm0005363	nm0005363
tt1032815	I Love You, Beth Cooper	Adventure,Comedy,Family	0	5.3	nm0001060	nm0236421
tt1032819	Powder Blue	Action,Crime,Drama	0	6.2	nm0119613	nm0119613,nm0310032
tt1032846	4 Months, 3 Weeks and 2 Days	Drama	0	7.9	nm0612816	nm0612816
tt1032856	The Band's Visit	Comedy,Drama,Music	0	7.5	nm0464115	nm0464115
tt1033467	American Drug War: The Last White Hope	Crime,Documentary	0	7.7	nm0095745	
tt1033575	The Descendants	Comedy,Drama	0	7.3	nm0668247	nm0668247,nm0269542,nm0711110,nm2655611
tt1033643	What Happens in Vegas	Comedy,Romance	0	6.1	nm0891114	nm1401416
tt1034032	Gamer	Action,Sci-Fi,Thriller	0	5.7	nm0004410,nm0962729	nm0004410,nm0962729
tt1034303	Defiance	Action,Drama,History	0	7.1	nm0001880	nm0296243,nm0001880,nm2739958
tt1034314	Iron Sky	Action,Adventure,Comedy	0	5.9	nm1993322	nm1990490,nm1242274,nm0435701,nm1993322
tt1034331	Righteous Kill	Crime,Mystery,Thriller	0	6.0	nm0000816	nm1897957
tt1034389	The Eagle	Action,Adventure,Drama	0	6.2	nm0531817	nm0110591,nm0839996
tt1035736	Coco Before Chanel	Biography,Drama	0	6.6	nm0284774	nm1212643,nm0284774,nm1597664
tt1037705	The Book of Eli	Action,Adventure,Drama	0	6.8	nm0400436,nm0400441	nm1729428
tt1038686	Legion	Action,Fantasy,Horror	0	5.3	nm0829820	nm0076412,nm0829820
tt1038919	The Bounty Hunter	Action,Comedy,Romance	0	5.5	nm0855035	nm0861638
tt1038988	REC	Horror,Mystery,Thriller	0	7.4	nm0049371,nm0687042	nm0049371,nm1084937,nm0687042
tt1039647	The Union: The Business Behind Getting High	Documentary	0	8.2	nm1622441	nm1622441,nm1886635
tt1039652	The Zone	Drama,Thriller	0	7.0	nm0687751	nm2026162,nm0687751
tt1041829	The Proposal	Comedy,Drama,Romance	0	6.8	nm0281945	nm1095804
tt1045658	Silver Linings Playbook	Comedy,Drama,Romance	0	7.7	nm0751102	nm0751102,nm2683048
tt1045670	Happy-Go-Lucky	Comedy,Drama,Romance	0	7.0	nm0005139	nm0005139
tt1045772	I Love You Phillip Morris	Biography,Comedy,Crime	0	6.6	nm0275629,nm0720135	nm0720135,nm0275629,nm2679516
tt1045778	Year One	Comedy	0	4.9	nm0000601	nm0000601,nm1969144,nm1072409
tt1046163	My Best Friend's Girl	Comedy,Romance	0	5.8	nm0222043	nm2588827
tt1046173	G.I. Joe: The Rise of Cobra	Action,Adventure,Sci-Fi	0	5.7	nm0814085	nm0064181,nm0254213,nm1749087,nm1290582,nm0814085
tt1047540	Parental Guidance	Comedy,Family	0	6.0	nm0275698	nm0011639,nm0843467
tt1049402	Howl	Biography,Drama,Romance	0	6.6	nm0258531,nm0295243	nm0258531,nm0295243,nm0320091
tt1049413	Up	Adventure,Animation,Comedy	0	8.3	nm0230032,nm0677037	nm0230032,nm0677037,nm0565336
tt1050160	The Machine Girl	Action,Comedy,Horror	0	5.9	nm1175724	nm1175724
tt1051904	Goosebumps	Adventure,Comedy,Fantasy	0	6.3	nm1224299	nm0501359,nm0018735,nm0438989,nm0830419
tt1053424	Repo Men	Action,Sci-Fi,Thriller	0	6.3	nm0764601	nm1201715,nm1068424
tt1053810	The Big Year	Comedy	0	6.2	nm0291205	nm0291442,nm2696996
tt1054606	The Imaginarium of Doctor Parnassus	Adventure,Comedy,Fantasy	0	6.8	nm0000416	nm0000416,nm0571650
tt1055292	Life as We Know It	Comedy,Drama,Romance	0	6.5	nm0075528	nm0215130,nm0750809
tt1055300	Painted Skin	Action,Drama,Fantasy	0	6.3	nm0150906,nm0157714,nm0461895	nm1210118,nm0477269,nm0150906,nm0699700
tt1055369	Transformers: Revenge of the Fallen	Action,Adventure,Sci-Fi	0	6.0	nm0000881	nm0472567,nm0649460,nm0476064
tt1056437	The Sky Crawlers	Animation,Drama,Sci-Fi	0	6.7	nm0651900	nm2696147,nm1920461
tt1057500	Invictus	Biography,Drama,History	0	7.3	nm0000142	nm0669756,nm1985343
tt1058017	The Invention of Lying	Comedy,Fantasy,Romance	0	6.4	nm0315041,nm2816668	nm0315041,nm2816668
tt1059786	Eagle Eye	Action,Mystery,Thriller	0	6.6	nm0142286	nm1726457,nm1726876,nm0782711,nm1908145
tt1060277	Cloverfield	Action,Horror,Sci-Fi	0	7.0	nm0716257	nm1206844
tt1063669	The Wave	Drama,Thriller	0	7.6	nm0304541	nm0429168,nm0205972,nm1545967,nm0304541,nm0861826
tt1064932	Welcome to the Sticks	Comedy,Romance	0	7.1	nm0200702	nm0200702,nm0153265,nm0536251
tt1065073	Boyhood	Drama	0	7.9	nm0000500	nm0000500
tt1067106	A Christmas Carol	Adventure,Animation,Comedy	0	6.8	nm0000709	nm0002042,nm0000709
tt1067583	Water for Elephants	Drama,Romance	0	6.9	nm1349376	nm0481418,nm2717485
tt1067733	Patrik, Age 1.5	Comedy,Drama,Romance	0	6.9	nm0501281	nm0238510,nm0501281
tt1067774	Monte Carlo	Adventure,Comedy,Family	0	5.8	nm0080120	nm0080120,nm0086194,nm0535940,nm2797005,nm0060072
tt1068242	Footloose	Comedy,Drama,Music	0	5.9	nm0108132	nm0685673,nm0108132
tt1068646	The Class	Drama	0	7.5	nm0134559	nm0134559,nm0133028,nm2163571
tt1068680	Yes Man	Comedy,Romance	0	6.8	nm0715636	nm0831557,nm0666871,nm2361949,nm0991245
tt1069238	Departures	Drama	0	8.0	nm0847690	nm2725830
tt1071804	Ink	Action,Drama,Fantasy	0	6.8	nm1985821	nm1985821
tt1071875	Ghost Rider: Spirit of Vengeance	Action,Fantasy,Thriller	0	4.3	nm0004410,nm0962729	nm0991355,nm2397756,nm0275286
tt1073498	Meet the Spartans	Comedy,Fantasy	0	2.8	nm0294997,nm0783536	nm0294997,nm0783536
tt1074638	Skyfall	Action,Adventure,Thriller	0	7.8	nm0005222	nm0701031,nm0905498,nm0517589,nm0001220
tt1075110	The Misfortunates	Comedy,Drama	0	7.3	nm0886976	nm0228184,nm2329684,nm0886976
tt1075417	Race to Witch Mountain	Action,Adventure,Family	0	5.7	nm0275698	nm2188941,nm0093560,nm0450720
tt1075747	Jonah Hex	Action,Drama,Fantasy	0	4.7	nm0371755	nm0004410,nm0962729,nm1109098,nm2445025,nm1441218
tt1077258	Planet Terror	Action,Comedy,Horror	0	7.0	nm0001675	nm0001675
tt1077368	Dark Shadows	Comedy,Fantasy,Horror	0	6.2	nm0000318	nm0334381,nm0041864,nm0193303
tt1078188	Boy A	Drama	0	7.6	nm1259871	nm1248824,nm2733540
tt1078588	My Sister's Keeper	Drama,Family	0	7.3	nm0001024	nm0505230,nm0001024,nm0682030
tt1078912	Night at the Museum: Battle of the Smithsonian	Adventure,Comedy,Family	0	6.0	nm0506613	nm0304830,nm0502073
tt1078940	Couples Retreat	Comedy	0	5.5	nm0082526	nm0269463,nm0000681,nm1401416
tt1079372	Midnight Chronicles	Action,Adventure,Fantasy	0	3.6	nm2735544	nm2735544,nm2736777
tt1080016	Ice Age: Dawn of the Dinosaurs	Adventure,Animation,Comedy	0	6.9	nm0757858,nm0862211	nm0073850,nm0010004,nm0718514,nm3229505,nm3508936,nm0310087,nm0841532,nm5022110
tt1081935	Baaria	Comedy,Drama	0	6.9	nm0868153	nm0868153
tt1082886	The Wackness	Comedy,Drama,Romance	0	6.9	nm1349522	nm1349522
tt1083452	Eddie the Eagle	Adventure,Biography,Comedy	0	7.3	nm0002077	nm2035069,nm2306331
tt1083456	Fired Up!	Comedy,Sport	0	6.1	nm0323239	nm0323239
tt1084950	Rachel Getting Married	Drama,Romance	0	6.7	nm0001129	nm0525886
tt1086772	Blended	Comedy,Romance	0	6.5	nm0178997	nm0578771,nm0784771
tt1087578	Still Walking	Drama	0	7.9	nm0466153	nm0466153
tt1091191	Lone Survivor	Action,Biography,Drama	0	7.5	nm0000916	nm0000916,nm2877226,nm0732961
tt1091617	Expelled: No Intelligence Allowed	Documentary	0	3.7	nm2021984	nm1939777,nm0825401
tt1091722	Adventureland	Comedy,Drama,Romance	0	6.8	nm0609549	nm0609549
tt1091863	With Great Power: The Stan Lee Story	Biography,Documentary	0	7.1	nm0234806,nm2759833,nm0381537	
tt1092026	Paul	Adventure,Comedy,Sci-Fi	0	6.9	nm0609549	nm0670408,nm0296545
tt1092633	The Goods: Live Hard, Sell Hard	Comedy	0	5.7	nm0107366	nm2228267,nm2228305
tt1093357	The Darkest Hour	Action,Adventure,Horror	0	4.9	nm0329755	nm3123612,nm0092018,nm2761113
tt1093824	Encounters at the End of the World	Documentary	0	7.7	nm0001348	nm0001348
tt1093908	Confessions of a Shopaholic	Comedy,Romance	0	5.9	nm0389591	nm0414117,nm0278759,nm1547852,nm1536494
tt1094594	Sigur Rós: Heima	Documentary,Music	0	8.4	nm0213450	
tt1095217	Bad Lieutenant: Port of Call New Orleans	Crime,Drama,Mystery	0	6.6	nm0001348	nm0277925
tt1099212	Twilight	Drama,Fantasy,Romance	0	5.3	nm0362566	nm0742279,nm2769412
tt1103153	Killers	Action,Comedy,Romance	0	5.5	nm0525659	nm0220521,nm0341372
tt1104001	Tron: Legacy	Action,Adventure,Sci-Fi	0	6.8	nm2676052	nm0457736,nm0395271,nm0460206,nm1600872,nm0513974,nm0531381
tt1104006	Walled In	Horror,Thriller	0	4.7	nm0660707	nm1472014,nm0864418,nm1847992,nm1234893,nm0660707
tt1104083	Little Ashes	Biography,Drama,History	0	6.3	nm0607422	nm1514357
tt1104733	Hamlet 2	Comedy,Music	0	6.3	nm0281598	nm0103702,nm0281598
tt1107860	The Maiden Heist	Comedy,Crime	0	6.0	nm0382072	nm1942829
tt1109624	Paddington	Adventure,Comedy,Family	0	7.3	nm1653753	nm1653753,nm0566100,nm1286491
tt1111422	The Taking of Pelham 123	Action,Crime,Thriller	0	6.4	nm0001716	nm0001338,nm0323945
tt1111833	Super High Me	Comedy,Documentary	0	6.0	nm0088392	
tt1113829	George Harrison: Living in the Material World	Biography,Documentary,Music	0	8.1	nm0000217	
tt1114677	Hannah Montana: The Movie	Comedy,Drama,Family	0	4.7	nm0155093	nm0073504,nm0689954,nm0180902,nm0639434
tt1114740	Paul Blart: Mall Cop	Action,Comedy,Crime	0	5.3	nm0139867	nm0416673,nm0048169
tt1116184	Jackass 3D	Action,Comedy,Documentary	0	7.0	nm0871860	nm0871860,nm0424216,nm0546640,nm0828177,nm0690686,nm0242756,nm0010338,nm1035634,nm0569199,nm0257424,nm0005069,nm0519671,nm2045682,nm3052256,nm1328615,nm1331666,nm4122527,nm1029878,nm0292712,nm1017027,nm1079524,nm1029269,nm2207459,nm1030622
tt1117385	Felon	Action,Drama,Thriller	0	7.4	nm0006846	nm0006846
tt1119646	The Hangover	Comedy	0	7.7	nm0680846	nm0524190,nm0601859
tt1120985	Blue Valentine	Drama,Romance	0	7.3	nm0161834	nm0161834,nm0193387,nm2337556
tt1121096	Seventh Son	Action,Adventure,Fantasy	0	5.5	nm0091076	nm0495378,nm1140275,nm0338557,nm2796716
tt1121794	Sword of the Stranger	Action,Adventure,Animation	0	7.7	nm1622836	nm1622836,nm0847432
tt1121931	Crank: High Voltage	Action,Thriller	0	6.1	nm0004410,nm0962729	nm0004410,nm0962729
tt1124035	The Ides of March	Drama,Thriller	0	7.1	nm0000123	nm0000123,nm0381416,nm2802722
tt1124039	Echelon Conspiracy	Action,Crime,Thriller	0	5.7	nm1009775	nm2805380,nm0253106
tt1124388	Play the Game	Comedy,Romance	0	6.3	nm2810280	nm2810280
tt1125254	Dragon Ball Z: Cooler's Revenge	Action,Animation,Sci-Fi	0	7.0	nm0973260	nm0868066,nm0468715
tt1125849	The Wrestler	Drama,Sport	0	7.9	nm0004716	nm1557909
tt1126590	Big Eyes	Biography,Crime,Drama	0	7.0	nm0000318	nm0018735,nm0438989
tt1126591	Burlesque	Drama,Music,Musical	0	6.4	nm0031078	nm0031078
tt1126618	Morning Glory	Comedy,Drama,Romance	0	6.5	nm0585011	nm0112459
tt1127180	Drag Me to Hell	Horror	0	6.6	nm0000600	nm0000600,nm0706898
tt1127715	Sin Nombre	Adventure,Crime,Drama	0	7.5	nm1560977	nm1560977
tt1127896	Taking Woodstock	Biography,Comedy,Drama	0	6.7	nm0000487	nm0770005,nm0862580,nm2988802
tt1128075	Love Exposure	Action,Comedy,Drama	0	8.0	nm0814469	nm0814469
tt1129423	Fireproof	Drama,Romance	0	6.5	nm1731937	nm1731937,nm1726854
tt1129427	Miss Nobody	Comedy,Crime	0	5.5	nm1117802	nm0825743
tt1129442	Transporter 3	Action,Thriller	0	6.1	nm0576298	nm0000108,nm0436543
tt1130080	The Informant!	Biography,Comedy,Crime	0	6.5	nm0001752	nm1994243,nm1141272
tt1130884	Shutter Island	Drama,Mystery,Thriller	0	8.2	nm0000217	nm0436164,nm1212331
tt1130988	JCVD	Comedy,Crime,Drama	0	7.0	nm1333798	nm1333798,nm1354560,nm1176687,nm0712257,nm1290014
tt1131729	The Boat That Rocked	Comedy,Drama,Music	0	7.3	nm0193485	nm0193485
tt1131734	Jennifer's Body	Comedy,Horror	0	5.5	nm0476201	nm1959505
tt1132620	The Girl with the Dragon Tattoo	Crime,Drama,Mystery	0	7.8	nm0649117	nm1064048,nm1065452,nm2297183
tt1132626	Saw V	Horror,Thriller	0	5.8	nm0352524	nm1733317,nm1729303
tt1133985	Green Lantern	Action,Adventure,Sci-Fi	0	5.5	nm0132709	nm0075528,nm0338169,nm0973233,nm0325533
tt1134629	The Private Lives of Pippa Lee	Comedy,Drama,Romance	0	6.3	nm0589182	nm0589182
tt1135084	Takers	Action,Crime,Drama	0	6.2	nm0525141	nm0020901,nm0144133,nm0525141,nm3033474
tt1135092	The Limits of Control	Crime,Drama,Mystery	0	6.2	nm0000464	nm0000464
tt1135487	Duplicity	Comedy,Crime,Romance	0	6.1	nm0006904	nm0006904
tt1135503	Julie & Julia	Biography,Drama,Romance	0	7.0	nm0001188	nm0001188,nm2823045,nm0157463,nm2954422
tt1135525	The Slammin' Salmon	Comedy	0	6.4	nm0373571	nm0151540,nm0373571,nm0501399,nm0815418,nm0831479
tt1135985	Sex Drive	Comedy,Romance	0	6.5	nm1890845	nm1890845,nm1898234,nm3041321
tt1136608	District 9	Action,Sci-Fi,Thriller	0	7.9	nm0088955	nm0088955,nm2833612
tt1137450	Death Wish	Action,Crime,Drama	0	6.3	nm0744834	nm0138620,nm0307257,nm0562606
tt1139328	The Ghost Writer	Crime,Drama,Mystery	0	7.2	nm0000591	nm0365249,nm0000591
tt1139797	Let the Right One In	Drama,Fantasy,Horror	0	7.8	nm0019247	nm0512137
tt1142977	Frankenweenie	Animation,Comedy,Drama	0	6.9	nm0000318	nm0728125,nm0000318,nm0041864
tt1142988	The Ugly Truth	Comedy,Romance	0	6.4	nm0525659	nm2946831,nm0527581,nm0809006
tt1144539	Best Worst Movie	Comedy,Documentary	0	7.2	nm0827294	nm0827294
tt1144884	The Final Destination	Horror,Thriller	0	5.1	nm0254786	nm0107774,nm0714695
tt1148204	Orphan	Horror,Mystery,Thriller	0	7.0	nm1429471	nm0424901,nm2858852
tt1149361	Micmacs	Action,Comedy,Crime	0	7.1	nm0000466	nm0000466,nm0491011
tt1149362	The White Ribbon	Drama,Mystery,Thriller	0	7.8	nm0359734	nm0359734
tt1151309	Bigger Stronger Faster*	Documentary,Sport	0	7.5	nm0068106	nm0068106,nm0120645,nm1335463
tt1151359	Leaves of Grass	Comedy,Crime,Drama	0	6.4	nm0625789	nm0625789
tt1151911	Cornered!	Horror	0	4.2	nm2859393	nm2859030,nm2859393
tt1151922	Miss March	Comedy,Romance	0	5.0	nm1199107,nm2222515	nm1199107,nm2222515,nm1380203,nm1469262,nm2251450
tt1152398	Beastly	Drama,Fantasy,Romance	0	5.5	nm1400426	nm1400426,nm2860544
tt1152758	Dear Zachary: A Letter to a Son About His Father	Biography,Crime,Documentary	0	8.5	nm0473936	nm0473936
tt1152836	Public Enemies	Biography,Crime,Drama	0	6.9	nm0000520	nm0072032,nm0000520,nm0081189,nm0123174
tt1155056	I Love You, Man	Comedy,Romance	0	7.0	nm0357453	nm0357453,nm0505648
tt1155076	The Karate Kid	Action,Drama,Family	0	6.2	nm0958969	nm0614050,nm0436543
tt1155592	Man on Wire	Biography,Crime,Documentary	0	7.7	nm1016428	nm0677597
tt1156398	Zombieland	Action,Comedy,Horror	0	7.5	nm0281508	nm1014201,nm1116660
tt1157605	Anvil: The Story of Anvil	Biography,Documentary,Drama	0	7.9	nm0315065	
tt1160368	12 Rounds	Action,Crime,Thriller	0	5.6	nm0001317	nm2896816
tt1161418	Gentlemen Broncos	Comedy,Fantasy,Sci-Fi	0	6.2	nm0381478	nm0381478,nm1415801
tt1164999	Biutiful	Drama,Romance	0	7.4	nm0327944	nm0327944,nm3174584,nm1481172
tt1170358	The Hobbit: The Desolation of Smaug	Adventure,Fantasy	0	7.8	nm0001392	nm0909638,nm0101991,nm0001392,nm0868219,nm0866058
tt1172049	Demolition	Comedy,Drama	0	7.0	nm0885249	nm1032743
tt1172206	Somers Town	Comedy,Drama	0	6.8	nm0276349	nm0292211,nm4360886
tt1172233	Whip It	Drama,Sport	0	6.9	nm0000106	nm0189272
tt1172570	Bronson	Action,Crime,Drama	0	7.0	nm0716347	nm0635431,nm0716347
tt1172571	The Children	Horror,Mystery,Thriller	0	5.9	nm0788191	nm1440314,nm0788191
tt1172991	The Company Men	Drama	0	6.7	nm0920274	nm0920274
tt1172994	The House of the Devil	Horror,Mystery	0	6.3	nm1488800	nm1488800
tt1174730	City Island	Comedy,Drama	0	7.3	nm0208343	nm0208343
tt1174732	An Education	Drama	0	7.2	nm0771054	nm2902972,nm0394984
tt1175491	W.	Biography,Comedy,Drama	0	6.3	nm0000231	nm0007140
tt1175709	All Good Things	Crime,Drama,Mystery	0	6.3	nm1285613	nm2917557,nm0806830
tt1176724	Across the Hall	Horror,Mystery,Thriller	0	5.8	nm2157767	nm2157767,nm2150926,nm2092476
tt1176740	Away We Go	Comedy,Drama,Romance	0	7.0	nm0005222	nm1101630,nm2905972
tt1178663	Whatever Works	Comedy,Romance	0	7.1	nm0000095	nm0000095
tt1178665	A Walk in the Woods	Adventure,Biography,Comedy	0	6.4	nm0477129	nm1578335,nm2250139,nm0117445
tt1179025	The Extraordinary Adventures of Adèle Blanc-Sec	Action,Adventure,Comedy	0	6.3	nm0000108	nm0000108,nm0850361
tt1179031	Cold in July	Crime,Thriller	0	6.7	nm0585344	nm0198804,nm0585344,nm0487067
tt1179034	From Paris with Love	Action,Crime,Thriller	0	6.4	nm0603628	nm0367867,nm0000108
tt1179056	A Nightmare on Elm Street	Crime,Drama,Horror	0	5.2	nm1207904	nm0834338,nm2104063,nm0000127
tt1179794	Timer	Comedy,Drama,Romance	0	6.5	nm2356614	nm2356614
tt1179891	My Bloody Valentine	Horror,Mystery,Thriller	0	5.4	nm0527261	nm0267805,nm2909914,nm0063583,nm0589357
tt1179904	Paranormal Activity	Horror,Mystery	0	6.3	nm2305431	nm2305431
tt1179933	10 Cloverfield Lane	Drama,Horror,Sci-Fi	0	7.2	nm0870469	nm1061091,nm1173295,nm3227090
tt1179947	American: The Bill Hicks Story	Animation,Biography,Comedy	0	7.7	nm2907093,nm2405259	
tt1181795	Bunraku	Action,Drama,Thriller	0	6.1	nm1679136	nm0203246,nm1679136
tt1181927	The Bone Man	Comedy,Crime,Thriller	0	7.4	nm0613996	nm0352028,nm0352780,nm0613996
tt1182345	Moon	Drama,Mystery,Sci-Fi	0	7.8	nm1512910	nm1512910,nm2914162
tt1182350	You Will Meet a Tall Dark Stranger	Comedy,Drama,Romance	0	6.3	nm0000095	nm0000095
tt1182921	Ninja	Action,Thriller	0	5.5	nm0282708	nm0203246,nm0403629
tt1183276	The Horde	Action,Horror	0	5.9	nm2278184,nm1119478	nm2071861,nm2278184,nm2959356,nm1119478,nm2425150
tt1183919	Marley	Biography,Documentary,Music	0	7.9	nm0531817	
tt1185266	Stan Helsing	Comedy,Fantasy,Horror	0	3.6	nm0954848	nm0954848
tt1185416	When in Rome	Comedy,Romance	0	5.5	nm0425756	nm0224601,nm0919289
tt1185616	Waltz with Bashir	Animation,Biography,Documentary	0	8.0	nm0284369	nm0284369
tt1185834	Star Wars: The Clone Wars	Action,Adventure,Animation	0	5.9	nm1396048	nm0319667,nm0017447,nm0614693,nm0000184
tt1186367	Ninja Assassin	Action,Thriller	0	6.3	nm0574625	nm2373271,nm0833089
tt1186370	Spread	Comedy,Drama,Romance	0	5.8	nm0533284	nm0355699,nm0464382
tt1186830	Agora	Adventure,Biography,Drama	0	7.1	nm0024622	nm0024622,nm0317834
tt1187043	3 Idiots	Comedy,Drama	0	8.4	nm0386246	nm0430785,nm0386246,nm0006765,nm2746459
